Job_ID,City,Industry,Job_Role,Skill_Set,Experience_Level,Salary_Range,Company_Name,Talent_Inflow,Talent_Outflow,Infrastructure_Score,Smart_City_Investment,GCC_Presence,MSME_Growth_Rate,Unemployment_Rate,Education_Hubs,Cost_of_Living_Index,Job_Posting_Date
159,Nashik,Pharma,Operations,"Logistics, Operations Management, Excel",Mid-Level,766567.34,Others,2055,1580,64.59,4212.01,1,12.59,6.19,16,75.63,2023-07-30
160,Jodhpur,Tech,Business Development,"Sales, Market Analysis, CRM",Entry-Level,586170.83,HCLTech,369,2096,63.54,2659.88,0,6.71,11.03,16,89.83,2023-06-21
161,Visakhapatnam,Tech,AI/ML,"Python, NLP",Entry-Level,324539.48,HCLTech,1463,475,88.24,3114.9,1,4.23,3.96,8,78.46,2024-10-23
162,Rajkot,Tech,Others,"English, MS Office",Senior-Level,2494520.81,HCLTech,1369,1744,61.6,4553.86,0,13.15,6.41,17,77.46,2024-05-05
163,Vadodara,Pharma,Data Science,"Python, SQL, Statistics, Data Visualization",Entry-Level,344632.6,Reliance Retail,1294,2234,74.03,2624.05,0,4.5,11.42,11,93.48,2024-06-05
164,Vadodara,Healthcare,Data Science,"Python, Statistics, SQL, Data Visualization",Mid-Level,611791.48,Reliance Retail,1483,1599,74.77,3829.59,0,6.77,7.39,15,78.77,2023-05-02
165,Madurai,Manufacturing,Operations,"Operations Management, Logistics, Excel",Mid-Level,780646.11,Others,1562,1501,59.06,4700.19,0,7.15,8.88,21,76.55,2023-05-15
166,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Mid-Level,914458.23,Reliance Retail,1318,1479,50.62,5857.17,0,7.11,9.09,36,96.85,2023-12-07
167,Jodhpur,Education,Data Science,"Statistics, SQL, Data Visualization",Mid-Level,725471.11,Reliance Retail,924,1477,72.02,1844.93,0,3.57,10.62,8,68.65,2025-02-16
168,Ranchi,Education,Retail,"Customer Service, MS Office, English",Mid-Level,727734.48,Others,822,1240,66.73,9459.47,0,3.34,11.6,39,81.2,2023-10-20
169,Agra,Education,Others,"English, Customer Service, MS Office",Entry-Level,300000.0,Others,757,1122,59.14,4901.49,0,8.21,6.9,11,88.27,2024-05-11
170,Rajkot,Retail,Data Science,"SQL, Statistics, Data Visualization",Entry-Level,335129.44,Reliance Retail,1756,1465,50.08,2766.99,0,11.98,6.34,7,99.67,2023-06-02
171,Ranchi,Education,Business Development,"CRM, Sales",Entry-Level,310437.67,Others,480,1504,63.99,8435.2,0,7.59,11.32,32,67.02,2023-07-12
172,Vadodara,Tech,Operations,"Operations Management, Excel, Logistics",Mid-Level,1115506.65,Reliance Retail,2109,1452,59.3,3283.51,0,3.75,7.0,11,82.85,2024-02-26
173,Agra,Tech,Business Development,"Market Analysis, CRM, Sales",Entry-Level,402091.9,HCLTech,1597,1534,54.38,1872.83,0,4.11,10.55,17,69.28,2024-10-12
174,Vadodara,Healthcare,Business Development,"Market Analysis, CRM",Mid-Level,664816.25,Reliance Retail,681,1221,73.62,4143.25,0,8.18,10.32,11,97.41,2023-06-19
175,Rajkot,Education,Sales,"Negotiation, Sales",Mid-Level,1123776.09,Others,858,1134,69.34,2113.88,0,14.64,6.51,5,90.94,2024-09-25
176,Jodhpur,Tech,Others,"Customer Service, English, MS Office",Entry-Level,508815.18,HCLTech,1112,1645,51.39,1843.13,0,8.68,7.23,10,63.5,2023-12-05
177,Raipur,Education,Business Development,"Sales, Market Analysis, CRM",Mid-Level,640545.16,Others,383,1862,57.39,7998.14,0,4.72,8.8,16,99.6,2023-05-11
178,Vijayawada,Tech,Engineering,"Java, Project Management, Python, SQL",Entry-Level,683688.35,Reliance Retail,1680,382,87.52,4714.52,1,3.3,2.45,14,60.2,2024-06-07
179,Rajkot,Finance,Engineering,"Python, Project Management, SQL",Senior-Level,1658873.18,Reliance Retail,1426,1333,69.61,1997.83,0,14.28,7.09,10,67.62,2023-04-23
180,Vijayawada,Tech,Engineering,"Java, Python",Mid-Level,1122903.56,HCLTech,2614,1013,82.39,1657.62,1,9.22,4.2,16,94.92,2023-12-04
181,Madurai,Manufacturing,Operations,"Operations Management, Excel, Logistics",Mid-Level,1022807.24,Others,0,1744,59.04,1905.1,0,7.6,6.56,24,82.72,2023-10-07
182,Vadodara,Pharma,Sales,"Negotiation, Sales, Communication",Senior-Level,1285344.95,Others,46,1241,67.3,3455.88,0,4.87,8.34,18,92.23,2024-08-21
183,Raipur,Tech,Sales,"Negotiation, Sales",Entry-Level,443855.01,HCLTech,574,1870,70.21,6923.06,0,2.95,8.72,14,76.31,2023-09-26
184,Raipur,Healthcare,Business Development,"CRM, Market Analysis",Mid-Level,789653.2,Others,1029,1634,60.44,8063.98,0,4.84,10.84,17,77.53,2023-07-01
185,Visakhapatnam,Pharma,Data Science,"Data Visualization, Python, Statistics",Mid-Level,999928.5,Others,3321,0,83.25,1625.13,1,7.68,2.29,17,93.46,2024-08-27
186,Nashik,Education,Business Development,"CRM, Sales",Mid-Level,847985.19,Others,241,1201,57.87,2592.91,1,12.22,6.66,17,96.6,2023-03-20
187,Madurai,Pharma,Business Development,"Market Analysis, CRM, Sales",Senior-Level,2205061.74,Others,0,1701,56.8,4862.99,0,4.77,11.63,20,70.64,2023-12-22
188,Ranchi,Others,Business Development,"Sales, CRM, Market Analysis",Mid-Level,517664.65,Others,1641,1826,54.53,8113.77,0,3.28,10.3,33,87.62,2025-02-04
189,Rajkot,Pharma,Sales,"Sales, Communication, Negotiation",Senior-Level,1326239.95,Others,887,1690,56.61,1143.72,0,11.07,10.12,13,91.49,2024-08-18
190,Ranchi,Retail,Business Development,"CRM, Market Analysis, Sales",Mid-Level,718288.76,Others,1172,1477,67.74,6357.46,0,5.41,6.57,23,97.22,2023-08-20
191,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Entry-Level,340641.57,Others,612,1496,59.86,7649.7,0,3.23,7.53,35,93.09,2024-02-23
192,Vijayawada,Tech,Engineering,"Java, Project Management",Senior-Level,2214682.68,Reliance Retail,1853,129,76.83,4162.08,1,2.84,3.97,16,63.25,2023-09-19
193,Vijayawada,Others,Engineering,"SQL, Python, Java, Project Management",Internship,300000.0,Others,3414,377,84.29,3256.93,1,9.48,4.47,14,80.94,2024-06-18
194,Jodhpur,Others,Business Development,"Market Analysis, CRM, Sales",Mid-Level,913971.55,Reliance Retail,297,1489,69.79,1244.03,0,9.71,11.23,6,83.01,2024-05-24
195,Ranchi,Education,Business Development,"CRM, Market Analysis, Sales",Senior-Level,1718672.75,Reliance Retail,481,1685,51.5,5654.87,0,4.73,7.32,31,84.91,2024-02-24
196,Vadodara,Pharma,AI/ML,"TensorFlow, NLP, Python",Senior-Level,1105118.99,Reliance Retail,1764,1471,62.31,2591.54,0,3.33,8.83,12,73.64,2024-03-12
197,Raipur,Pharma,Others,"MS Office, English, Customer Service",Mid-Level,870609.14,Reliance Retail,633,1568,69.8,8398.17,0,4.18,9.44,19,61.7,2024-06-03
198,Jodhpur,Healthcare,Data Science,"Data Visualization, Statistics, Python",Senior-Level,942629.56,Reliance Retail,1101,1427,62.47,3579.61,0,9.13,8.88,18,81.61,2024-06-04
199,Ranchi,Others,Retail,"Customer Service, MS Office, English",Mid-Level,662127.51,Reliance Retail,1015,854,56.01,5474.83,0,5.55,11.97,33,72.8,2023-11-09
200,Madurai,Others,Operations,"Operations Management, Logistics, Excel",Entry-Level,352587.34,Others,1573,1489,59.12,1478.25,0,8.43,5.65,27,61.03,2023-12-15
201,Agra,Manufacturing,Business Development,"Market Analysis, Sales, CRM",Mid-Level,967240.16,Reliance Retail,1174,1411,61.96,1344.13,0,6.68,9.46,6,79.93,2024-02-01
202,Ranchi,Education,Business Development,"Market Analysis, CRM, Sales",Entry-Level,300000.0,Others,1418,1571,68.26,6824.11,0,6.45,5.15,35,90.66,2025-01-01
203,Jodhpur,Finance,Data Science,"Python, Statistics, Data Visualization",Entry-Level,363176.51,Others,1814,1414,56.27,4877.29,0,4.71,9.61,18,74.19,2024-01-12
204,Agra,Finance,Sales,"Communication, Sales, Negotiation",Entry-Level,593152.39,Others,893,1787,61.05,4254.89,0,9.64,9.21,15,73.52,2024-12-18
205,Rajkot,Finance,Engineering,"Java, Python, SQL, Project Management",Entry-Level,495536.9,Reliance Retail,635,2149,58.64,1317.12,0,14.54,6.06,5,80.95,2024-03-06
206,Raipur,Finance,Sales,"Negotiation, Communication",Mid-Level,1485731.66,Reliance Retail,283,1503,72.89,6534.86,0,9.9,9.22,6,83.23,2023-10-18
207,Vijayawada,Others,AI/ML,"Python, NLP",Mid-Level,830412.67,Reliance Retail,2298,1097,75.82,1865.33,1,8.56,3.76,19,85.26,2024-08-01
208,Vadodara,Tech,AI/ML,"Deep Learning, TensorFlow, Python, NLP",Mid-Level,1000305.29,HCLTech,1261,1470,55.51,1739.35,0,8.11,9.67,17,60.49,2023-08-14
209,Vijayawada,Tech,AI/ML,"NLP, Deep Learning, TensorFlow, Python",Entry-Level,340180.97,Reliance Retail,3210,396,82.12,3081.8,1,4.06,4.75,10,81.65,2024-03-08
210,Nashik,Others,Operations,"Excel, Operations Management, Logistics",Entry-Level,334501.98,Reliance Retail,772,1434,53.08,2432.56,1,14.95,8.88,16,66.79,2024-01-11
211,Madurai,Healthcare,Engineering,"Project Management, SQL, Python",Entry-Level,300000.0,Others,1725,1785,51.04,4852.64,0,3.36,6.45,21,79.0,2024-07-27
212,Vadodara,Manufacturing,Others,"MS Office, Customer Service",Entry-Level,409823.63,Others,551,1106,56.02,1898.63,0,9.83,7.34,16,92.17,2023-04-23
213,Madurai,Education,Others,"MS Office, Customer Service, English",Entry-Level,300000.0,Reliance Retail,1212,1883,74.91,2584.0,0,9.59,11.94,20,72.11,2023-08-12
214,Raipur,Others,AI/ML,"NLP, TensorFlow, Python, Deep Learning",Mid-Level,445308.99,Others,1326,1539,66.4,6575.05,0,4.04,9.9,17,76.5,2024-02-21
215,Visakhapatnam,Tech,Engineering,"Java, SQL, Python",Entry-Level,320286.64,HCLTech,2197,221,84.79,2274.76,1,6.59,2.18,12,80.86,2024-03-30
216,Ranchi,Others,Business Development,"Sales, Market Analysis, CRM",Entry-Level,334065.42,Reliance Retail,1114,1822,70.25,7148.37,0,4.15,7.14,32,77.06,2024-12-25
217,Rajkot,Finance,Data Science,"Python, SQL",Entry-Level,315976.82,Others,1047,1284,66.23,4731.01,0,10.77,9.64,17,60.76,2025-02-10
218,Vijayawada,Pharma,Engineering,"Project Management, SQL, Java, Python",Entry-Level,300000.0,Reliance Retail,1795,824,77.06,1837.82,1,9.29,3.54,11,63.35,2023-11-18
219,Nashik,Finance,Business Development,"Market Analysis, CRM, Sales",Entry-Level,409959.51,Others,548,1477,59.17,2253.07,1,13.18,10.68,19,90.05,2023-10-30
220,Raipur,Pharma,Others,"MS Office, English",Senior-Level,1645664.79,Others,245,1152,52.73,6584.71,0,8.87,6.03,10,87.3,2023-05-04
221,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Mid-Level,632583.22,Reliance Retail,1014,1796,73.81,6644.11,0,4.5,9.94,27,70.09,2023-12-24
222,Agra,Tech,Others,"English, MS Office, Customer Service",Entry-Level,394633.11,HCLTech,1036,1454,59.58,3195.64,0,6.09,10.8,19,64.22,2025-01-09
223,Ranchi,Others,Retail,"English, MS Office, Customer Service",Mid-Level,939551.52,Others,842,1328,51.18,9807.08,0,9.54,7.75,39,99.03,2024-06-24
224,Visakhapatnam,Tech,Engineering,"Project Management, SQL, Python, Java",Entry-Level,543925.97,Reliance Retail,1138,782,93.2,1999.89,1,6.76,3.25,6,85.95,2023-05-09
225,Rajkot,Healthcare,Sales,"Communication, Sales, Negotiation",Mid-Level,937282.27,Reliance Retail,585,894,60.88,1218.93,0,12.09,10.91,17,64.81,2023-04-15
226,Rajkot,Education,Engineering,"SQL, Python, Project Management, Java",Mid-Level,823210.2,Reliance Retail,940,1722,58.72,3874.87,0,10.18,6.33,12,92.1,2023-07-17
227,Ranchi,Retail,Business Development,"CRM, Sales, Market Analysis",Mid-Level,982146.48,Reliance Retail,1014,1436,74.67,8772.85,0,2.78,5.05,31,64.88,2023-04-14
228,Nashik,Tech,Business Development,"CRM, Market Analysis, Sales",Senior-Level,2926896.43,Reliance Retail,330,1547,55.6,4909.99,1,14.04,9.96,18,86.96,2023-04-07
229,Nashik,Retail,Operations,"Logistics, Excel, Operations Management",Senior-Level,1204861.82,Reliance Retail,1495,1472,61.0,1462.23,1,14.18,9.24,6,75.08,2024-03-11
230,Agra,Manufacturing,Sales,"Negotiation, Communication, Sales",Mid-Level,593473.78,Reliance Retail,1244,1239,62.58,3582.14,0,2.7,5.28,19,98.15,2024-07-21
231,Madurai,Education,Sales,"Negotiation, Sales, Communication",Entry-Level,300000.0,Reliance Retail,407,1380,69.38,1768.06,0,9.34,10.66,23,82.47,2024-05-14
232,Jodhpur,Finance,Data Science,"Statistics, SQL, Python, Data Visualization",Senior-Level,2371182.64,Others,1569,1625,56.05,3631.06,0,6.69,9.99,6,78.9,2025-01-05
233,Raipur,Retail,Sales,"Communication, Negotiation, Sales",Mid-Level,589573.16,Others,809,1283,68.13,5435.36,0,6.35,7.78,5,64.46,2024-02-23
234,Madurai,Tech,Operations,"Excel, Operations Management, Logistics",Mid-Level,1164526.44,Others,515,1740,52.02,2205.85,0,9.12,8.51,25,61.98,2023-04-28
235,Ranchi,Retail,Business Development,"Market Analysis, CRM, Sales",Entry-Level,318102.0,Reliance Retail,1087,946,62.23,6758.25,0,4.73,7.54,39,84.06,2023-04-01
236,Vijayawada,Tech,AI/ML,"TensorFlow, Python, Deep Learning, NLP",Entry-Level,419187.58,HCLTech,2320,986,75.94,3476.82,1,3.75,3.79,19,64.25,2024-12-20
237,Rajkot,Education,Operations,"Operations Management, Logistics, Excel",Entry-Level,373629.1,Others,1227,2179,62.77,1088.34,0,11.67,11.0,11,89.25,2024-03-14
238,Rajkot,Others,AI/ML,"NLP, Deep Learning",Internship,300000.0,Others,69,1759,72.43,4262.98,0,11.97,11.09,11,93.9,2024-04-11
239,Rajkot,Retail,Business Development,"Sales, Market Analysis",Mid-Level,882447.09,Reliance Retail,582,2155,51.04,4431.74,0,12.18,8.69,13,92.87,2024-07-24
240,Vadodara,Manufacturing,Engineering,"Java, SQL, Python, Project Management",Senior-Level,1671152.16,Reliance Retail,961,1911,67.69,3330.74,0,7.77,8.41,6,81.15,2024-11-16
241,Raipur,Others,Sales,"Sales, Communication",Mid-Level,888503.87,Reliance Retail,725,2077,63.95,9664.34,0,7.9,7.35,7,89.63,2024-06-05
242,Vijayawada,Tech,Engineering,"Project Management, Java, SQL, Python",Internship,300000.0,Others,3695,613,82.25,4349.89,1,6.04,2.19,6,76.09,2023-05-06
243,Vadodara,Retail,Sales,"Sales, Communication, Negotiation",Entry-Level,322782.63,Reliance Retail,1875,1432,58.65,3468.88,0,5.23,8.95,17,88.03,2023-07-03
244,Nashik,Finance,Business Development,"CRM, Sales",Mid-Level,997831.01,Others,424,648,57.95,2942.54,1,14.56,10.96,15,89.74,2024-09-18
245,Jodhpur,Education,Operations,"Operations Management, Logistics, Excel",Senior-Level,1820015.65,Reliance Retail,839,1417,54.01,3876.94,0,8.76,7.82,19,67.36,2024-01-11
246,Agra,Others,AI/ML,"TensorFlow, NLP, Python, Deep Learning",Mid-Level,785451.49,Others,1281,1102,61.71,1836.39,0,8.15,5.15,14,92.67,2024-12-17
247,Ranchi,Others,Business Development,"CRM, Market Analysis, Sales",Mid-Level,767020.08,Reliance Retail,1380,1446,73.53,8383.09,0,7.61,6.43,34,62.55,2023-07-11
248,Agra,Tech,Sales,"Communication, Sales",Entry-Level,464560.37,Reliance Retail,1675,1765,70.05,1722.63,0,4.61,9.26,19,71.67,2023-08-16
249,Vijayawada,Others,Engineering,"SQL, Project Management, Python",Entry-Level,464990.72,Reliance Retail,1918,566,75.25,2129.26,1,9.47,4.39,7,80.58,2023-11-12
250,Nashik,Retail,Operations,"Operations Management, Excel",Mid-Level,968989.46,Reliance Retail,1277,853,73.47,4027.71,1,13.45,5.21,16,68.16,2024-07-27
251,Vijayawada,Pharma,AI/ML,"NLP, Python, TensorFlow, Deep Learning",Entry-Level,360923.66,Reliance Retail,2739,419,79.57,4120.19,1,3.33,4.82,13,67.17,2023-05-23
252,Visakhapatnam,Pharma,Engineering,"Python, Project Management, Java, SQL",Mid-Level,607418.92,Reliance Retail,2639,347,84.23,1537.73,1,5.43,2.08,5,82.74,2024-07-22
253,Vadodara,Retail,AI/ML,"Deep Learning, NLP, Python, TensorFlow",Internship,300000.0,Others,166,1518,51.43,3189.22,0,5.78,10.77,17,62.2,2024-06-07
254,Ranchi,Education,Business Development,"Sales, Market Analysis, CRM",Entry-Level,305391.37,Others,1247,643,52.17,6516.1,0,9.28,11.64,26,84.41,2024-07-08
255,Madurai,Healthcare,Others,"Customer Service, MS Office, English",Senior-Level,1509277.63,Others,784,1828,73.9,1387.92,0,2.46,6.9,19,63.62,2024-02-17
256,Agra,Finance,Data Science,"Python, SQL, Data Visualization",Entry-Level,524635.55,Others,1155,1603,50.72,2343.37,0,4.7,10.25,15,60.36,2023-07-04
257,Raipur,Others,Data Science,"SQL, Python",Mid-Level,878877.83,Reliance Retail,971,1822,71.7,8590.07,0,5.16,11.77,9,80.56,2023-12-23
258,Agra,Manufacturing,Data Science,"SQL, Data Visualization",Senior-Level,1563200.54,Others,1360,1401,56.67,1425.65,0,7.98,9.98,16,99.0,2023-09-11
259,Vijayawada,Tech,Engineering,"Project Management, SQL, Python",Mid-Level,1675351.64,Reliance Retail,2986,266,75.96,4366.49,1,5.68,2.4,16,79.34,2023-03-24
260,Ranchi,Retail,Business Development,"Market Analysis, CRM, Sales",Senior-Level,1560970.79,Reliance Retail,1127,1353,68.06,5036.96,0,5.35,10.02,22,80.24,2024-10-18
261,Rajkot,Tech,AI/ML,"Deep Learning, NLP",Senior-Level,2065811.19,Others,1502,1161,50.25,3773.51,0,11.52,10.09,11,62.1,2024-12-29
262,Madurai,Retail,Engineering,"Java, Project Management, SQL, Python",Mid-Level,980465.44,Others,0,2039,64.23,3073.12,0,6.38,5.19,21,72.41,2024-03-09
263,Agra,Education,Business Development,"CRM, Sales",Mid-Level,615402.75,Reliance Retail,577,1170,67.69,4231.83,0,7.15,9.52,9,61.38,2024-03-06
264,Vadodara,Retail,Data Science,"Data Visualization, Statistics",Entry-Level,300000.0,Others,128,1336,67.29,1417.25,0,6.23,9.55,8,85.04,2024-09-14
265,Raipur,Pharma,Engineering,"Java, SQL",Entry-Level,300000.0,Others,691,1672,67.76,8679.6,0,9.98,11.51,14,63.0,2024-02-11
266,Vadodara,Education,Business Development,"Sales, CRM",Mid-Level,776090.96,Reliance Retail,1136,1315,63.48,4007.18,0,2.78,10.78,6,78.76,2023-04-16
267,Visakhapatnam,Others,AI/ML,"Deep Learning, NLP",Entry-Level,306213.17,Others,2521,479,87.17,2072.57,1,7.24,2.12,11,79.76,2023-07-31
268,Jodhpur,Finance,Others,"Customer Service, English, MS Office",Mid-Level,1255224.28,Others,2388,1511,58.8,2335.61,0,2.2,9.24,17,81.86,2024-11-21
269,Raipur,Education,Engineering,"Project Management, Python, SQL, Java",Senior-Level,1117884.78,Reliance Retail,1167,1352,71.01,5245.02,0,4.8,5.19,15,93.54,2024-03-12
270,Rajkot,Pharma,AI/ML,"Deep Learning, TensorFlow, Python",Mid-Level,722314.55,Others,1160,1699,57.65,1309.65,0,11.72,10.44,6,62.25,2023-11-27
271,Jodhpur,Healthcare,AI/ML,"Python, Deep Learning, NLP, TensorFlow",Senior-Level,1769585.35,Others,315,1559,54.16,1941.53,0,3.69,8.5,15,85.84,2023-07-30
272,Nashik,Tech,Business Development,"Market Analysis, Sales, CRM",Entry-Level,442714.66,HCLTech,1428,2003,61.2,2169.0,1,11.47,6.86,19,68.22,2024-05-25
273,Rajkot,Manufacturing,Data Science,"Data Visualization, Statistics",Entry-Level,414699.74,Reliance Retail,1237,1527,70.46,3059.14,0,10.54,10.88,8,96.95,2024-04-24
274,Vadodara,Others,AI/ML,"Python, Deep Learning, TensorFlow, NLP",Entry-Level,300000.0,Others,1248,2122,65.72,2822.27,0,8.66,9.84,15,87.43,2025-01-07
275,Madurai,Manufacturing,Business Development,"Sales, CRM, Market Analysis",Entry-Level,300000.0,Others,1287,1651,62.23,3293.73,0,9.52,9.37,18,70.72,2025-01-21
276,Raipur,Others,Others,"MS Office, English",Mid-Level,737478.65,Others,520,1761,59.38,5730.48,0,5.24,5.12,19,67.09,2023-10-17
277,Raipur,Retail,Engineering,"SQL, Python, Project Management, Java",Senior-Level,1454134.76,Others,625,1166,65.75,6721.54,0,3.71,6.82,6,99.26,2024-02-21
278,Vadodara,Retail,Data Science,"Python, Statistics, SQL",Mid-Level,920906.96,Others,716,1749,53.01,2986.97,0,7.67,7.53,11,65.11,2024-02-17
279,Vijayawada,Tech,Engineering,"Java, SQL, Project Management",Entry-Level,608370.33,Reliance Retail,2681,159,87.2,1617.66,1,7.15,3.35,13,98.36,2024-05-26
280,Raipur,Others,Business Development,"Sales, CRM",Mid-Level,543001.96,Others,386,1885,73.64,7176.46,0,7.97,6.88,11,83.54,2023-07-19
281,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Mid-Level,750870.67,Reliance Retail,1600,1680,62.2,6021.28,0,5.89,10.61,25,83.77,2025-01-14
282,Vadodara,Healthcare,AI/ML,"NLP, Python, Deep Learning, TensorFlow",Mid-Level,736765.6,Others,1344,1344,73.37,2826.04,0,5.67,5.36,13,97.06,2024-06-26
283,Ranchi,Education,Business Development,"Sales, Market Analysis, CRM",Mid-Level,602424.69,Others,1478,1222,66.2,6227.27,0,9.14,6.74,35,81.33,2024-12-28
284,Madurai,Others,Others,"MS Office, English, Customer Service",Senior-Level,1560883.22,Others,1198,1804,73.13,3809.62,0,9.98,11.86,23,64.86,2024-12-21
285,Visakhapatnam,Pharma,Data Science,"SQL, Statistics",Mid-Level,945104.49,Reliance Retail,2537,334,81.21,4254.84,1,9.75,2.44,12,98.6,2023-08-27
286,Agra,Finance,Business Development,"CRM, Market Analysis",Entry-Level,452169.29,Reliance Retail,1013,1607,67.53,3397.43,0,9.23,9.67,14,79.41,2023-12-22
287,Visakhapatnam,Tech,AI/ML,"Deep Learning, TensorFlow",Entry-Level,539676.63,Others,2978,262,89.4,3007.48,1,3.06,3.64,17,60.03,2023-06-18
288,Rajkot,Retail,Others,"Customer Service, English, MS Office",Senior-Level,1510202.43,Others,936,1524,50.4,4611.47,0,10.48,10.62,8,83.74,2023-12-05
289,Nashik,Pharma,Business Development,"Sales, CRM, Market Analysis",Mid-Level,879490.0,Reliance Retail,579,1378,73.4,3142.76,1,11.97,10.93,6,83.52,2023-03-15
290,Rajkot,Retail,Others,"Customer Service, MS Office, English",Mid-Level,842474.03,Others,1317,2217,69.33,1682.15,0,11.05,5.57,9,98.62,2024-05-11
291,Vadodara,Education,Sales,"Negotiation, Sales",Entry-Level,300000.0,Reliance Retail,202,1278,60.47,3254.95,0,2.42,11.12,14,77.16,2023-07-22
292,Madurai,Education,Business Development,"Sales, CRM",Entry-Level,339139.82,Others,1071,977,53.09,2286.13,0,9.32,5.27,20,68.08,2023-10-28
293,Madurai,Retail,Engineering,"Python, Project Management, Java",Entry-Level,306713.8,Others,1051,1955,66.67,1779.99,0,7.11,10.95,25,74.47,2024-12-29
294,Rajkot,Healthcare,Engineering,"Java, SQL",Senior-Level,1705925.25,Others,719,1643,65.63,3160.87,0,10.31,10.06,9,66.19,2023-08-11
295,Agra,Retail,Sales,"Sales, Negotiation, Communication",Entry-Level,300000.0,Reliance Retail,644,727,53.55,1218.04,0,6.22,6.38,11,80.31,2023-10-11
296,Vijayawada,Tech,Engineering,"SQL, Project Management, Python",Entry-Level,478675.78,Reliance Retail,2142,426,76.39,1008.74,1,9.37,4.87,9,96.8,2025-02-16
